year,m,x,y,fit,lwr,upr,residuals,outlier
2003,10, 57495,43089,31166.34,28490.85,33841.84, 11922.659,TRUE
2004,10, 54292,39184,29454.56,26916.05,31993.08,  9729.438,TRUE
2005,09,102455,63933,55194.30,50159.10,60229.50,  8738.698,TRUE
2005,10, 65023,48878,35189.53,32166.01,38213.05, 13688.472,TRUE
2005,11, 31631,25587,17343.85,15445.88,19241.82,  8243.150,TRUE
2007,08, 91085, 6299,49117.84,44723.41,53512.26,-42818.835,TRUE
